"","Common.Name","Scientific.Name","Stock.Assessment.Area","Stock.Status.Area","Council","Council.Abbv","FMP","Assessment.Model","Assessment.Model.Type","Science.Center.Region","Rebuilding.Program.Status","SI.stock.boundaries","SI.data.prep","SI.model","SI.sci.advice","SI.other","Spatially.Explict.Implict","NOAA.Region.Name","NMFS.Name","Ave.Metric.Tons_Commercial","Ave.Metric.Tons_Recreational","Ave.Dollars.Adj_Commercial","Ecological","Schooling","Max.Length.m","Transboundary","Fisheries.Dep.Only","PerTon_Ave.Dollars.Adj_Commercial","Mgmt.Council"
"91","Cowcod","Sebastes levis","Southern California","Southern California","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest, Southwest",0,1,0,0,0,0,"0","Pacific Coast","ROCKFISH, COWCOD",0.6,0.0625,988.125131,"bathydemersal",0,1,1,0,1646.87521833333,"Pacific"
"92","Crimson jobfish","Pristipomoides filamentosus","Main Hawaiian Islands","Main Hawaiian Islands","Western Pacific Fisheries Management Council","WPFMC","Hawaii Archipelago Ecosystem","Bayesian surplus production model",2,"Pacific Islands",0,0,1,0,0,0,"0","Hawaii","SNAPPER, PINK",43.8461538,64.38095,887739.383,"benthopelagic, piscivorous/omnivorous",0,1,1,0,20246.6877037684,"Western Pacific"
"93","Darkblotched rockfish","Sebastes crameri","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,0,0,0,"0","Pacific Coast","ROCKFISH, DARKBLOTCHED",165.333333,0,177284.961,"bathydemersal",0,0.58,1,0,1072.28807272639,"Pacific"
"94","Dolphinfish","Coryphaena hippurus","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","Dolphin Wahoo FMP","Production model",1,"Southeast",0,1,0,0,0,1,"0","South Atlantic","DOLPHINFISH",158.823529,4871.5833,1184319.25,"pelagic-neritic, piscivorous/omnivorous",1,2.1,1,1,7456.82492673992,"South Atlantic"
"95","Dover sole","Microstomus pacificus","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","SS",4,"Alaska",0,1,1,0,1,0,"0","Alaska","SOLE, DOVER",223.809524,NA,74287.5781,"demersal/benthic, piscivorous/omnivorous",0,0.76,1,0,331.923221015384,"North Pacific"
"96","Dover sole","Microstomus pacificus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,1,0,1,"1","Pacific Coast","SOLE, DOVER",7146.5,0,8486977.05,"demersal/benthic, piscivorous/omnivorous",0,0.76,1,0,1187.57112572588,"Pacific"
"97","Dusky rockfish","Sebastes variabilis","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Custom SCAA",4,"Alaska",0,0,1,0,1,1,"0","Alaska","ROCKFISH, DUSKY",NA,NA,NA,"demersal/benthic, piscivorous/omnivorous",0,0.53,1,NA,NA,"North Pacific"
"98","Dusky shark","Carcharhinus obscurus","Atlantic","Atlantic and Gulf of Mexico","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","ASCFM",4,"Southeast",1,0,1,0,0,NA,"0","NOAA HMS, ICCAT","SHARK, DUSKY",28,53.1667,37593.518,"reef-associated, piscivorous/omnivorous",0,4.2,1,1,1342.62564285714,"International, Atlantic"
"99","English sole","Parophrys vetulus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","Extended Simple Stock Synthesis",4,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","SOLE, ENGLISH",532.416667,0,595326.703,"demersal/benthic, piscivorous/omnivorous",0,0.49,1,0,1118.15940390161,"Pacific"
"100","Finetooth shark","Carcharhinus isodon","Atlantic","Atlantic and Gulf of Mexico","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","BSP",2,"Southeast",0,1,1,0,0,NA,"0","NOAA HMS, ICCAT","SHARK, FINETOOTH",59.76623,25.3111,124846.414,"demersal/benthic, piscivorous/omnivorous",0,2,1,0,2088.91231720656,"International, Atlantic"
"101","Flag rockfish","Sebastes rubrivinctus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, FLAG",0.08333333,8.421053,1871.41701,"demersal/benthic, piscivorous/omnivorous",0,0.51,1,1,22457.0050182802,"Pacific"
"102","Flame snapper","Etelis coruscans","American Samoa","Flame snapper and Ruby snapper complex - American Samoa","Western Pacific Fisheries Management Council","WPFMC","American Samoa Archipelago Ecosystem","SS",4,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","RED SNAPPER, LONGTAILED",22.9230769,22.9,565234.736,"reef-associated, piscivorous/omnivorous",0,1.2,1,NA,24657.8911926086,"Western Pacific"
"103","Flathead sole","Hippoglossoides elassodon","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","SS",4,"Alaska",0,1,0,0,0,NA,"0","Alaska","SOLE, FLATHEAD",14790.75,NA,6684036.98,"demersal/benthic, piscivorous/omnivorous",0,0.52,1,0,451.90656187144,"North Pacific"
"104","Flathead sole","Hippoglossoides elassodon","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","SS",4,"Alaska",0,1,1,0,1,0,"0","Alaska","SOLE, FLATHEAD",14790.75,0,6684036.98,"demersal/benthic, piscivorous/omnivorous",0,0.52,1,0,451.90656187144,"North Pacific"
"105","Gag","Mycteroperca microlepis","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",1,0,0,0,0,0,"0","Gulf","GROUPER, GAG",294.708333,2134.2917,3022431.86,"reef-associated, piscivorous/omnivorous",0,1.45,1,0,10255.6715286364,"Gulf of Mexico"
"106","Gag","Mycteroperca microlepis","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",1,0,1,0,0,1,"0","South Atlantic","GROUPER, GAG",197.5,289.9583,2342630.16,"reef-associated, piscivorous/omnivorous",0,1.45,1,0,11861.4185316456,"South Atlantic"
"107","Giant octopus","Enteroctopus dofleini","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Predation Based Estimate of M",1,"Alaska",0,1,0,0,0,0,"0","Alaska","OCTOPUSES",2946875000,NA,394424.0151,"demersal/benthic, piscivorous/omnivorous",0,3,1,0,0.000133844840755037,"North Pacific"
"108","Giant octopus","Enteroctopus dofleini","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Survey Abundance",2,"Alaska",0,1,0,0,0,0,"0","Alaska","OCTOPUSES",2946875000,NA,394424.0151,"demersal/benthic, piscivorous/omnivorous",0,3,1,0,0.000133844840755037,"North Pacific"
"109","Golden deepsea crab","Chaceon fenneri","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","Golden Crab FMP","Production Model",2,"Southeast",0,0,0,0,0,0,"0","South Atlantic","CRAB, GOLDEN DEEPSEA",227.909091,NA,1610674.25,"demersal/benthic, piscivorous/omnivorous",0,0.19,1,NA,7067.17859710125,"South Atlantic"
"110","Golden eye jobfish","Pristipomoides flavipinnis","American Samoa","Golden eye jobfish and Crimson jobfish complex - American Samoa","Western Pacific Fisheries Management Council","WPFMC","American Samoa Archipelago Ecosystem","SS",4,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","NA",NA,NA,NA,"reef-associated, piscivorous/omnivorous",0,0.766,1,NA,NA,"Western Pacific"
"111","Golden king crab","Lithodes aequispinus","Western Aleutian Islands","Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Custom SCAL",4,"Alaska",0,1,0,0,0,0,"0","Alaska","
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.039,1,1,16577.1981750776,"North Pacific"
"112","Golden king crab","Lithodes aequispinus","Eastern Aleutian Islands","Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Male-Only Length-Based Population Dynamics Model",4,"Alaska",0,1,0,0,0,0,"0","Alaska","
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.039,1,0,16577.1981750776,"North Pacific"
"113","Golden king crab","Lithodes aequispinus","Pribilof Islands","Pribilof Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Custom SCAL",4,"Alaska",0,1,0,0,0,0,"0","Alaska","
CRAB, KING",7511.333,NA,124516855.7,"demersal/benthic, piscivorous/omnivorous",0,0.039,1,1,16577.1981750776,"North Pacific"
"114","Goliath grouper","Epinephelus itajara","Caribbean","Caribbean","Caribbean Fisheries Management Council","CFMC","Caribbean Reef Fish FMP","na",NA,"Southeast",1,0,0,0,0,NA,"0","South Atlantic","GROUPER, GOLIATH",NA,2,NA,"reef-associated, piscivorous/omnivorous",0,2.5,1,NA,NA,"Caribbean"
"115","Goliath grouper","Epinephelus itajara","Gulf of Mexico","Southern Atlantic Coast / Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","Catch Free Model, SSRA",4,"Southeast",0,0,1,0,0,NA,"0","Gulf","GROUPER, GOLIATH",NA,NA,NA,"reef-associated, piscivorous/omnivorous",0,2.5,1,NA,NA,"Gulf of Mexico"
"116","Goliath grouper","Epinephelus itajara","Southern Atlantic Coast / Gulf of Mexico","Southern Atlantic Coast / Gulf of Mexico","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","SSRA",1,"Southeast",0,0,0,0,0,0,"0","South Atlantic","GROUPER, GOLIATH",NA,2,NA,"reef-associated, piscivorous/omnivorous",0,2.5,1,NA,NA,"South Atlantic"
"117","Goosefish","Lophius americanus","Gulf of Maine / Northern Georges Bank","Gulf of Maine / Northern Georges Bank","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","Plan Ismooth",NA,"Northeast",0,1,0,0,0,1,"0","New England","GOOSEFISH",10281.6667,2.3846154,28941603.3,"demersal/benthic, piscivorous/omnivorous",0,1.2,1,0,2814.87468369306,"New England"
"118","Goosefish","Lophius americanus","Southern Georges Bank / Mid-Atlantic","Southern Georges Bank / Mid-Atlantic","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","Ismooth",NA,"Northeast",0,1,0,0,0,1,"0","New England","GOOSEFISH",10281.6667,2.3846154,28941603.3,"demersal/benthic, piscivorous/omnivorous",0,1.2,1,0,2814.87468369306,"New England"
"119","Gopher / Black-and-Yellow Rockfish","Sebastes carnatus and S. chrysomelas","Northern California","Northern California","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DCAC, DB-SRA, SS",5,"Northwest, Southwest",0,1,0,0,0,0,"0","Pacific Coast","ROCKFISH, GOPHER",25.1667,46.2,505874.3,"demersal/benthic, piscivorous/omnivorous",0,0.39,1,1,20100.9389391537,"Pacific"
"120","Grass rockfish","Sebastes rastrelliger","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, GRASS",13.0833333,7.45,368421.427,"demersal/benthic, piscivorous/omnivorous",0,0.56,1,1,28159.5995876678,"Pacific"
"121","Gray snapper","Lutjanus griseus","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",0,0,1,0,0,NA,"0","Gulf","SNAPPER, GRAY",56.7916667,1709.2083,398850.4,"reef-associated, piscivorous/omnivorous",0,0.89,1,0,7023.04445662624,"Gulf of Mexico"
"122","Gray snapper","Lutjanus griseus","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","Unknown",NA,"Southeast",0,0,0,0,0,0,"0","South Atlantic","SNAPPER, GRAY",17.2916667,705.0833,141407.076,"reef-associated, piscivorous/omnivorous",0,0.89,1,0,8177.75859628384,"South Atlantic"
"123","Gray triggerfish","Balistes capriscus","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",1,0,1,0,0,NA,"0","Gulf","TRIGGERFISH, GRAY",14.4444444,415.95833,67443.9316,"reef-associated, piscivorous/omnivorous",0,0.66,1,0,4669.19527898214,"Gulf of Mexico"
"124","Gray triggerfish","Balistes capriscus","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",0,0,1,1,1,1,"1","South Atlantic","TRIGGERFISH, GRAY",74.8333333,285.75,569762.171,"reef-associated, piscivorous/omnivorous",0,0.66,1,0,7613.74839091926,"South Atlantic"
"125","Greater amberjack","Seriola dumerili","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","SS",4,"Southeast",1,0,1,0,0,NA,"0","Gulf","AMBERJACK, GREATER",183.4375,1211.79167,692831.654,"reef-associated, piscivorous/omnivorous",0,1.9,1,0,3776.93576286201,"Gulf of Mexico"
"126","Greater amberjack","Seriola dumerili","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","BAM",4,"Southeast",0,0,1,0,0,NA,"0","South Atlantic","AMBERJACK, GREATER",171.75,585.45833,673992.438,"reef-associated, piscivorous/omnivorous",0,1.9,1,0,3924.26455895196,"South Atlantic"
"127","Green jobfish (Uku)","Aprion virescens","American Samoa","American Samoa","Western Pacific Fisheries Management Council","WPFMC","American Samoa Archipelago Ecosystem","SS",4,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","JOBFISH, GREEN /UKU",36.1538462,57.95,487644.851,"reef-associated, piscivorous/omnivorous",0,1.12,1,0,13488.049052994,"Western Pacific"
"128","Green jobfish (Uku)","Aprion virescens","Main Hawaiian Islands","Main Hawaiian Islands","Western Pacific Fisheries Management Council","WPFMC","Hawaii Archipelago Ecosystem","SS",4,"Pacific Islands",0,0,0,0,0,0,"0","Hawaii","JOBFISH, GREEN /UKU",36.1538462,57.95,487644.851,"reef-associated, piscivorous/omnivorous",0,1.12,1,0,13488.049052994,"Western Pacific"
"129","Greenblotched rockfish","Sebastes rosenblatti","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, GREENBLOTCHED",0.41666667,2.789474,3532.4783,"demersal/benthic, piscivorous/omnivorous",0,0.48,1,1,8477.94785217642,"Pacific"
"130","Greenland halibut (or Greenland turbot)","Reinhardtius hippoglossoides","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","SS",4,"Alaska",0,1,0,0,1,NA,"0","Alaska","HALIBUT, GREENLAND",2612.20833,NA,2561084.78,"benthopelagic, piscivorous/omnivorous",0,1.3,1,0,980.428992047506,"North Pacific"
"131","Greenspotted rockfish","Sebastes chlorostictus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, GREENSPOTTED",2.91666667,16.95,14830.042,"demersal/benthic, piscivorous/omnivorous",0,0.5,1,0,5084.58582276047,"Pacific"
"132","Greenstriped rockfish","Sebastes elongatus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, GREENSTRIPED",8.29166667,1.55,6889.09287,"demersal/benthic, piscivorous/omnivorous",0,0.5,1,0,830.845370922273,"Pacific"
"133","Haddock","Melanogrammus aeglefinus","Georges Bank","Georges Bank","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","WHAM",5,"Northeast",0,1,1,0,0,0,"0","New England","HADDOCK",5867,700.2917,20554754.6,"demersal/benthic, piscivorous/omnivorous",0,1.12,1,0,3503.45229248338,"New England"
"134","Haddock","Melanogrammus aeglefinus","Gulf of Maine","Gulf of Maine","New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","WHAM",5,"Northeast",0,1,1,0,0,0,"0","New England","HADDOCK",5867,700.2917,20554754.6,"demersal/benthic, piscivorous/omnivorous",0,1.12,1,0,3503.45229248338,"New England"
"135","Haddock","Melanogrammus aeglefinus","Eastern Georges Bank",NA,"New England Fisheries Management Council","NEFMC","Northeast Multispecies FMP","WHAM",5,"Northeast",0,1,1,0,1,0,"0","New England","HADDOCK",5867,700.2917,20554754.6,"demersal/benthic, piscivorous/omnivorous",0,1.12,1,0,3503.45229248338,"New England"
"136","Hogfish","Lachnolaimus maximus","Carolinas","Carolinas","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","SS3",4,"Southeast",0,1,0,0,0,NA,"0","South Atlantic","HOGFISH",12.125,72.0833,124495.635,"reef-associated, piscivorous/omnivorous",0,0.91,1,0,10267.6812371134,"South Atlantic"
"137","Hogfish","Lachnolaimus maximus","Eastern Gulf of Mexico","Eastern Gulf of Mexico","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","SS",4,"Southeast",0,1,0,0,0,NA,"0","South Atlantic","HOGFISH",12.125,72.0833,124495.635,"reef-associated, piscivorous/omnivorous",0,0.91,1,0,10267.6812371134,"South Atlantic"
"138","Hogfish","Lachnolaimus maximus","Southeast Florida","Florida Keys / East Florida","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","SS3",4,"Southeast",1,1,0,0,0,NA,"0","South Atlantic","HOGFISH",12.125,72.0833,124495.635,"reef-associated, piscivorous/omnivorous",0,0.91,1,0,10267.6812371134,"South Atlantic"
"139","Honeycomb rockfish","Sebastes umbrosus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DCAC",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, HONEYCOMB",0,4.052632,333.417993,"demersal/benthic, piscivorous/omnivorous",0,0.298,1,1,0,"Pacific"
"140","Jack mackerel","Trachurus symmetricus","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Coastal Pelagic Species FMP","unknown",NA,"Southwest",0,0,0,0,0,0,"0","Pacific Coast","JACK MACKEREL",910.833333,NA,205184.363,"pelagic-oceanic, piscivorous/omnivorous",1,0.81,1,NA,225.271029908608,"Pacific"
"141","Kamchatka flounder","Reinhardtius evermanni","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Custom SCAA",4,"Alaska",0,1,1,0,0,1,"0","Alaska","FLATFISHES",13909,NA,6288946,"demersal/benthic, piscivorous/omnivorous",0,1,1,0,452.149399669279,"North Pacific"
"142","Kelp greenling","Hexagrammos decagrammus","Oregon","Oregon","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,1,1,1,1,0,"1","Pacific Coast","GREENLING, KELP",23.125,15.5714286,327919.215,"demersal/benthic, piscivorous/omnivorous",0,0.61,1,1,14180.2903783784,"Pacific"
"143","Kelp rockfish","Sebastes atrovirens","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, KELP",0.95833333,8.5789474,12199.1349,"demersal/benthic, piscivorous/omnivorous",0,0.42,1,1,12729.5321138418,"Pacific"
"144","King mackerel","Scomberomorus cavalla","Gulf of Mexico","Gulf of Mexico","South Atlantic Fisheries Management Council; Gulf of Mexico Fishery Management Council","GMFMC-SAFMC","Coastal Migratory Pelagic FMP","SS",4,"Southeast",0,0,1,0,0,NA,"0","South Atlantic","MACKEREL, KING",1263.15789,2740.75,8212318.91,"pelagic-neritic, piscivorous/omnivorous",1,1.84,1,0,6501.41916146366,"Joint Council Mgmt, Atlantic"
"145","King mackerel","Scomberomorus cavalla","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council; Gulf of Mexico Fishery Management Council","GMFMC-SAFMC","Coastal Migratory Pelagics FMP","SS",4,"Southeast",0,0,1,0,0,NA,"0","South Atlantic","MACKEREL, KING",1263.15789,2740.75,8212318.91,"pelagic-neritic, piscivorous/omnivorous",1,1.84,1,0,6501.41916146366,"Joint Council Mgmt, Atlantic"
"146","Lane snapper","Lutjanus synagris","Gulf of Mexico","Gulf of Mexico","Gulf of Mexico Fisheries Management Council","GMFMC","Gulf of Mexico Reef Fish FMP","DLMtool",1,"Southeast",0,0,1,0,0,NA,"0","Gulf","SNAPPER, LANE",8.33333333,248.75,54506.8012,"reef-associated, piscivorous/omnivorous",0,0.6,1,1,6540.81614661633,"Gulf of Mexico"
"147","Lane snapper","Lutjanus synagris","Southern Atlantic Coast","Southern Atlantic Coast","South Atlantic Fisheries Management Council","SAFMC","South Atlantic Snapper Grouper FMP","unknown",NA,"Southeast",0,0,0,0,0,0,"0","South Atlantic","SNAPPER, LANE",1,89.375,9377.12696,"reef-associated, piscivorous/omnivorous",0,0.6,1,1,9377.12696,"South Atlantic"
"148","Leopard shark","Triakis semifasciata","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DB-SRA",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","SHARK, LEOPARD",6.125,24.7894737,16663.6833,"demersal/benthic, piscivorous/omnivorous",0,1.98,1,1,2720.60135510204,"Pacific"
"149","Lingcod","Ophiodon elongatus","Northern Pacific Coast","Northern Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,1,1,1,1,0,"1","Pacific Coast","LINGCOD",402.625,553,1485028.6,"demersal/benthic, piscivorous/omnivorous",0,1.52,1,0,3688.3665942254,"Pacific"
"150","Lingcod","Ophiodon elongatus","Southern Pacific Coast","Southern Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,1,0,1,0,0,"1","Pacific Coast","LINGCOD",402.625,553,1485028.6,"demersal/benthic, piscivorous/omnivorous",0,1.52,1,0,3688.3665942254,"Pacific"
"151","Little skate","Leucoraja erinacea","Georges Bank / Southern New England","Georges Bank / Southern New England","New England Fisheries Management Council","NEFMC","Skate Complex FMP","Index Method",2,"Northeast",0,0,1,0,0,0,"0","New England","SKATE, LITTLE",3473,3.41176471,1170505.36,"demersal/benthic, piscivorous/omnivorous",0,0.62,1,0,337.030048949035,"New England"
"152","Longbill spearfish","Tetrapturus pfluegeri","Western Atlantic","Western Atlantic","Highly Migratory Species; International Convention for the Conservation of Atlantic Tuna","NOAA HMS-ICCAT","Atlantic/Gulf HMS FMP","na",NA,"na",0,NA,NA,NA,NA,NA,"0","NOAA HMS, ICCAT","BILLFISHES",NA,NA,NA,"pelagic-oceanic, piscivorous/omnivorous",0,2.54,1,0,NA,"International, Atlantic"
"153","Longfin inshore squid","Loligo pealeii","Georges Bank / Cape Hatteras","Georges Bank / Cape Hatteras","Mid-Atlantic Fisheries Management Council","MAFMC","Mackerel, Squid, Butterfish FMP","Index Method",2,"Northeast",0,0,0,0,0,0,"0","Middle Atlantic","SQUID, LONGFIN LOLIGO",4303.75,NA,13047551.9,"benthopelagic, piscivorous/omnivorous",0,0.5,1,0,3031.67049665989,"Mid-Atlantic"
"154","Longnose skate","Raja rhina","Gulf of Alaska","Gulf of Alaska","North Pacific Fisheries Management Council","NPFMC","Gulf of Alaska Groundfish FMP","Survey Abundance",2,"Alaska",0,1,1,0,1,NA,"0","Alaska","SKATES, RAJIDAE (FAMILY)",8715.33,NA,3761333,"bathydemersal",0,1.8,1,0,431.57665860042,"North Pacific"
"155","Longnose skate","Raja rhina","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,1,1,0,1,"1","Pacific Coast","SKATE, LONGNOSE",NA,0,0,"bathydemersal",0,1.8,1,0,NA,"Pacific"
"156","Longspine thornyhead","Sebastolobus altivelis","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","SS",4,"Northwest",0,0,0,1,0,0,"1","Pacific Coast","THORNYHEAD, LONGSPINE",679.25,0,953106.033,"bathydemersal",0,0.39,1,0,1403.17413765182,"Pacific"
"157","Mexican rockfish","Sebastes macdonaldi","Pacific Coast","Pacific Coast","Pacific Fisheries Management Council","PFMC","Pacific Coast Groundfish FMP","DCAC",1,"Northwest, Southwest",0,0,0,0,0,0,"0","Pacific Coast","ROCKFISH, MEXICAN",0.83333333,4.08333,6319.84308,"demersal/benthic, piscivorous/omnivorous",0,0.66,1,1,7583.81172633525,"Pacific"
"158","Multispecies Complex","American Samoa Bottomfish Multi-species Complex","American Samoa","American Samoa","Western Pacific Fisheries Management Council","WPFMC","American Samoa Archipelago Ecosystem","JABBA",2,"Pacific Islands",0,0,1,0,0,0,"0","Hawaii","NA",NA,NA,NA,"NA",NA,NA,NA,1,NA,"Western Pacific"
"159","Multispecies Complex","Bering Sea / Aleutian Islands Other Flatfish Complex","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Index Method",2,"Alaska",0,0,1,0,1,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"160","Multispecies Complex","Bering Sea / Aleutian Islands Other Rockfish Complex","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Index Method",2,"Alaska",0,0,1,1,1,NA,"1","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"161","Multispecies Complex","Bering Sea / Aleutian Islands Other Skates Complex","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Index Method",2,"Alaska",0,1,1,0,1,NA,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,0,NA,"North Pacific"
"162","Multispecies Complex","Bering Sea / Aleutian Islands Shark Complex","Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","North Pacific Fisheries Management Council","NPFMC","Bering Sea/Aleutian Islands Groundfish FMP","Index Method",2,"Alaska",0,0,0,0,0,0,"0","Alaska","NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"North Pacific"
